Title,Corresponding author,country,institute,Year,Sample Name,Pt at% in Metal Element,Pd at% in metal element,Au at% in Metal Element,Ir at% in metal element,Ru at% in metal element,Ni at% in Metal Element,Co at% in Metal Element,Fe at% in metal element,Mn at% in metal element,Zn at% in metal element,Cu at% in Metal Element,Ti at% in metal element,Cr at% in metal element,Mo at% in metal element,Ag at% in metal element,V at% in metal element,Sc at% in metal element,W at% in metal element,Os at% in metal element,Ga at% in metal element,Total Metal Mass Ratio wt%,N at%,Sn at%,S at%,O at%,Ti at%,Ta at%,Nb at%,Si at%,W at%,C wt%,Particle Diameter (nm),Particle variance,carbon substrate type,carbon particle diameter(nm),Support BET Surface Area(m2/g),special sturcture,particle,nanowire,core-shell,Wet Reduction Temperature (⊥),Wet Reduction Time (min),mircrowave(0/1),Reducing agent( chemical name in english),polyhydric alcohols,heat reduction,inorganic reducing agent,organic reducing agent,pH,Annealing Temperature (⊥),Annealing Time (h),Atomosphere h2,Atomosphere inert,Electrochemical Active Surface Area (m2/g),Catalyst Mass Activity (mA mg-1),Catalyst Specific Activity (mA cm-2),Half wave potential ㄗV vsRHEㄘ,Onset Potential ㄗV vsRHEㄘ,ADT cycles,Reduce in half wave potential  mV,Reduce in MA/ mA mg-1,Reduce in SA/mA cm-2,I/C Ratio(Ionomer/Catalyst),Active Area (cm2),Cathode Platinum Loading (mgPt cm-2),Anode Platinum Loading(mgPt cm-2),Anodic Catalyst Type x wt% Pt/C,Membrane,Membrane Thickness (米m),Hot Press Temperature (⊥),Hot Press Time (min),Hot Press Pressure (Mpa),Humidity %,GDE for 1/CCM for 0,Cell Temperature (⊥),Flowing Rate of Anode Gas (H2) (ml min-1),Flowing Rate of Cathode Gas(O2/air) (ml min-1),stoichiometry/anode,stoichiometry/cathode,stoich to flow anode,stoich to flow cathode,Backpressure (Mpa),"Current decay at 0.6V(ma,cm2)",Cathode Gas Oxygen Ratio,Maximum Power Density mW cm-2,MPD caculated,qualified,Open Circuit Voltage V,Voltage 100mA cm0,Voltage 200mA cm0,Voltage 300mA cm0,Voltage 400mA cm0,Voltage 500mA cm0,Voltage 600mA cm0,Voltage 700mA cm0,Voltage 800mA cm0,Voltage 900mA cm0,Voltage 1000mA cm0,Voltage 1100mA cm0,Voltage 1200mA cm0,Voltage 1300mA cm0,Voltage 1400mA cm0,Voltage 1500mA cm0,Voltage 1600mA cm0,Voltage 1700mA cm0,Voltage 1800mA cm0,Voltage 1900mA cm0,Voltage 2000mA cm0,Voltage 2100mA cm0,Voltage 2200mA cm0,Voltage 2300mA cm0,Voltage 2400mA cm0,Voltage 2500mA cm0,Voltage 2600mA cm0,Voltage 2700mA cm0,Voltage 2800mA cm0,Voltage 2900mA cm0,Voltage 3000mA cm0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Performance Comparison of Pt1每xPdx/ Carbon notubes Catalysts in Both Electrodes of Polymer Electrolyte Membrane Fuel Cells,E.-S. Oh,Korea,University of Ulsan,2012,Pt0.53Pd0.47/CNTs,53.2,46.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,2.63,,CNTs,,120,none,1,0,0,120,120,0,ethylene glycol,1,0,0,0,11,25,0,0,1,55.7,217,0.389587074,,,,,,,0.333,5,0.2,0.3,46,nafion 212,50.8,140,2.5,5.88,100,0,65,225,300,1.5,2,225,300,0,,0.21,332.5,332.5,0,,0.8,0.74,0.7,0.65,0.6,0.533,0.475,0.385,0.3028,0.23371,0.17482,0.12403,0.07978,0.04088,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,80,148,210,260,300,319.8,332.5,308,272.52,233.71,192.302,148.836,103.714,57.232,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,332.5
Performance Comparison of Pt1每xPdx/ Carbon notubes Catalysts in Both Electrodes of Polymer Electrolyte Membrane Fuel Cells,E.-S. Oh,Korea,University of Ulsan,2012,Pt0.24Pd0.76/CNTs,23.6,76.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,3.31,,CNTs,,120,none,1,0,0,120,120,0,ethylene glycol,1,0,0,0,11,25,0,0,1,40.9,217,0.530562347,,,,,,,0.333,5,0.11,0.3,46,nafion 212,50.8,140,2.5,5.88,100,0,65,225,300,1.5,2,225,300,0,,0.21,288,288,0,,0.745,0.665,0.615,0.57,0.525,0.48,0.4,0.32657,0.25894,0.2012,0.15133,0.10783,0.06954,0.03559,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,74.5,133,184.5,228,262.5,288,280,261.256,233.046,201.2,166.463,129.396,90.402,49.826,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,288
Effects of ionomer content on Pt catalyst/ordered mesoporous carbon support in polymer electrolyte membrane fuel cells,Junbom Kim,Korea,University of Ulsan,2013,Pt/OMC,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.3,0,0,0,0,0,0,0,0,0,49.7,2.52,,home-made carbon,,,none,1,0,0,200,120,0,none,0,1,0,0,7,350,3,0,1,70.1,180,0.256776034,,,,,,,0.0526,5,0.4,0.4,40,nafion 212,50.8,130,4,5,100,0,70,225,300,1.5,2,225,300,0,,0.21,405,405,0,0.975,0.81,0.76,0.71,0.675,0.64,0.6,0.55,0.5,0.45,0.39,0.33431,0.2861,0.24394,0.20677,0.17375,0.14423,0.11766,0.09364,0.07182,0.0519,0.03364,0.01685,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,81,152,213,270,320,360,385,400,405,390,367.741,343.32,317.122,289.478,260.625,230.768,200.022,168.552,136.458,103.8,70.644,37.07,23,24,25,26,27,28,29,30,405
Effects of ionomer content on Pt catalyst/ordered mesoporous carbon support in polymer electrolyte membrane fuel cells,Junbom Kim,Korea,University of Ulsan,2013,Pt/OMC,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.3,0,0,0,0,0,0,0,0,0,49.7,2.52,,home-made carbon,,,none,1,0,0,200,120,0,none,0,1,0,0,7,350,3,0,1,79.3,180,0.226986129,,,,,,,0.25,5,0.4,0.4,40,nafion 212,50.8,130,4,5,100,0,70,225,300,1.5,2,225,300,0,,0.21,432,432,0,0.965,0.845,0.81,0.765,0.74,0.7,0.66,0.615,0.54,0.43,0.33044,0.24815,0.17898,0.12004,0.0692,0.02491,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,84.5,162,229.5,296,350,396,430.5,432,387,330.44,272.965,214.776,156.052,96.88,37.365,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,432
Effects of ionomer content on Pt catalyst/ordered mesoporous carbon support in polymer electrolyte membrane fuel cells,Junbom Kim,Korea,University of Ulsan,2013,Pt/OMC,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.3,0,0,0,0,0,0,0,0,0,49.7,2.52,,home-made carbon,,,none,1,0,0,200,120,0,none,0,1,0,0,7,350,3,0,1,54.4,180,0.330882353,,,,,,,0.42857,5,0.4,0.4,40,nafion 212,50.8,130,4,5,100,0,70,225,300,1.5,2,225,300,0,,0.21,402.5,402.5,0,0.955,0.845,0.81,0.765,0.74,0.685,0.635,0.575,0.49,0.41218,0.34647,0.29025,0.2416,0.1991,0.16164,0.12838,0.09865,0.07191,0.04774,0.02578,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,84.5,162,229.5,296,342.5,381,402.5,392,370.962,346.47,319.275,289.92,258.83,226.296,192.57,157.84,122.247,85.932,48.982,20,21,22,23,24,25,26,27,28,29,30,402.5
The durability of carbon supported Pt nowire as novel cathode catalyst for a 1.5 kW PEMFC stack,Bing Li,china,Tongji University,2015,PtNW/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,4,0.2,XC-72R,30,230,nanowire,0,1,0,25,4320,0,formic acid,0,0,1,0,7,200,2,1,0,41,137.67,0.335780488,0.885,,,,,,,250,0.4,0.2,,nafion 212,50,,,,100,0,70,180,600,1.2,4,180,600,0.06,,0.21,619.916,619.916,0,0.94,0.84,0.81,0.78,0.755,0.725,0.695,0.655,0.62,0.59,0.55,0.515,0.48195,0.45241,0.42583,0.40179,0.37995,0.36001,0.34175,0.32495,0.30945,0.2951,0.28178,0.26938,0.25781,0.24698,0.23684,0.22731,0.21807,0.20936,0.20114,84,162,234,302,362.5,417,458.5,496,531,550,566.5,578.34,588.133,596.162,602.685,607.92,612.017,615.15,617.405,618.9,619.71,619.916,619.574,618.744,617.45,615.784,613.737,610.596,607.144,603.42,619.916
Nitrogen and sulfur co-doped porous carbon - is an efficient electrocatalyst as platinum or a hoax for oxygen reduction reaction in acidic environment PEM fuel cell?,S. Ramaprabhu,India,Indian Institute of Technology Madras,2017,Pt/DPC,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7.03,0,1.68,0,0,0,0,0,0,71.29,3,,home-made nitrogen-doped carbon,,,none,1,0,0,130,360,0,ethylene glycol,1,0,0,0,11,25,0,0,1,112.34,225,0.20028485,0.775,,,,,,,11.56,0.2,0.1,,nafion 212,50,130,4,8.48,90,1,40,,,,,0,0,0,,1,439.4,439.4,0,0.85,0.74,0.685,0.64,0.6,0.565,0.53,0.5,0.47,0.445,0.412,0.388,0.36,0.338,0.31,0.29,0.267,0.24505,0.22503,0.20668,0.18981,0.17424,0.15984,0.14646,0.13402,0.12241,0.11155,0.10137,0.09182,0.08283,0.07435,74,137,192,240,282.5,318,350,376,400.5,412,426.8,432,439.4,434,435,427.2,416.585,405.054,392.692,379.62,365.904,351.648,336.858,321.648,306.025,290.03,273.699,257.096,240.207,223.05,439.4
Nitrogen and sulfur co-doped porous carbon - is an efficient electrocatalyst as platinum or a hoax for oxygen reduction reaction in acidic environment PEM fuel cell?,S. Ramaprabhu,India,Indian Institute of Technology Madras,2017,Pt/DPC,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7.03,0,1.68,0,0,0,0,0,0,71.29,3,,home-made nitrogen-doped carbon,,,none,1,0,0,130,360,0,ethylene glycol,1,0,0,0,11,25,0,0,1,112.34,225,0.20028485,0.775,,,,,,,11.56,0.2,0.1,,nafion 212,50,130,4,8.48,90,1,50,,,,,0,0,0,,1,490,490,0,0.85,0.75,0.705,0.66,0.625,0.595,0.56,0.533,0.5,0.475,0.45,0.42,0.4,0.375,0.35,0.325,0.3,0.275,0.25119,0.22955,0.20978,0.19167,0.175,0.15962,0.14537,0.13214,0.11983,0.10833,0.09758,0.0875,0.07803,75,141,198,250,297.5,336,373.1,400,427.5,450,462,480,487.5,490,487.5,480,467.5,452.142,436.145,419.56,402.507,385,367.126,348.888,330.35,311.558,292.491,273.224,253.75,234.09,490
Nitrogen and sulfur co-doped porous carbon - is an efficient electrocatalyst as platinum or a hoax for oxygen reduction reaction in acidic environment PEM fuel cell?,S. Ramaprabhu,India,Indian Institute of Technology Madras,2017,Pt/DPC,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7.03,0,1.68,0,0,0,0,0,0,71.29,3,,home-made nitrogen-doped carbon,,,none,1,0,0,130,360,0,ethylene glycol,1,0,0,0,11,25,0,0,1,112.34,225,0.20028485,0.775,,,,,,,11.56,0.2,0.1,,nafion 212,50,130,4,8.48,90,1,60,,,,,0,0,0,,1,528,528,0,0.85,0.752,0.705,0.67,0.638,0.6,0.57,0.545,0.517,0.49,0.467,0.445,0.42,0.4,0.375,0.35,0.33,0.305,0.288,0.27167,0.25659,0.24261,0.22963,0.21753,0.20623,0.19565,0.18573,0.17641,0.16763,0.15935,0.15152,75.2,141,201,255.2,300,342,381.5,413.6,441,467,489.5,504,520,525,525,528,518.5,518.4,516.173,513.18,509.481,505.186,500.319,494.952,489.125,482.898,476.307,469.364,462.115,454.56,528
Nitrogen and sulfur co-doped porous carbon - is an efficient electrocatalyst as platinum or a hoax for oxygen reduction reaction in acidic environment PEM fuel cell?,S. Ramaprabhu,India,Indian Institute of Technology Madras,2017,Pt/DPC,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7.03,0,1.68,0,0,0,0,0,0,71.29,3,,home-made nitrogen-doped carbon,,,none,1,0,0,130,360,0,ethylene glycol,1,0,0,0,11,25,0,0,1,112.34,225,0.20028485,0.775,,,,,,,11.56,0.2,0.1,,nafion 212,50,130,4,8.48,90,1,60,,,,,0,0,0.034,,1,630,630,0,0.88,0.78,0.73,0.7,0.66,0.635,0.605,0.58,0.552,0.53,0.51,0.485,0.465,0.449,0.425,0.4,0.385,0.362,0.35,0.325,0.307,0.29,0.27,0.25086,0.23328,0.2171,0.20214,0.18827,0.17539,0.16338,0.15216,78,146,210,264,317.5,363,406,441.6,477,510,533.5,558,583.7,595,600,616,615.4,630,617.5,614,609,594,576.978,559.872,542.75,525.564,508.329,491.092,473.802,456.48,630
Nitrogen and sulfur co-doped porous carbon - is an efficient electrocatalyst as platinum or a hoax for oxygen reduction reaction in acidic environment PEM fuel cell?,S. Ramaprabhu,India,Indian Institute of Technology Madras,2017,Pt/DPC,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7.03,0,1.68,0,0,0,0,0,0,71.29,3,,home-made nitrogen-doped carbon,,,none,1,0,0,130,360,0,ethylene glycol,1,0,0,0,11,25,0,0,1,112.34,225,0.20028485,0.775,,,,,,,11.56,0.2,0.1,,nafion 212,50,130,4,8.48,90,1,60,,,,,0,0,0.069,,1,680,680,0,0.88,0.795,0.74,0.71,0.68,0.65,0.625,0.6,0.575,0.55,0.53,0.51,0.49,0.47,0.45,0.43,0.41,0.395,0.375,0.35,0.34,0.32,0.3,0.285,0.27056,0.25716,0.24468,0.23305,0.22217,0.21197,0.20239,79.5,148,213,272,325,375,420,460,495,530,561,588,611,630,645,656,671.5,675,665,680,672,660,655.5,649.344,642.9,636.168,629.235,622.076,614.713,607.17,680
Nitrogen and sulfur co-doped porous carbon - is an efficient electrocatalyst as platinum or a hoax for oxygen reduction reaction in acidic environment PEM fuel cell?,S. Ramaprabhu,India,Indian Institute of Technology Madras,2017,Pt/DPC,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7.03,0,1.68,0,0,0,0,0,0,71.29,3,,home-made nitrogen-doped carbon,,,none,1,0,0,130,360,0,ethylene glycol,1,0,0,0,11,25,0,0,1,112.34,225,0.20028485,0.775,,,,,,,11.56,0.2,0.1,,nafion 212,50,130,4,8.48,90,1,60,,,,,0,0,0.103,,1,724.5,724.5,0,0.88,0.8,0.752,0.72,0.695,0.66,0.64,0.615,0.595,0.57,0.545,0.525,0.51,0.49,0.47,0.45,0.43,0.41,0.4,0.375,0.36,0.345,0.325,0.31,0.29556,0.28216,0.26968,0.25805,0.24717,0.23697,0.22739,80,150.4,216,278,330,384,430.5,476,513,545,577.5,612,637,658,675,688,697,720,712.5,720,724.5,715,713,709.344,705.4,701.168,696.735,692.076,687.213,682.17,724.5
Effect of atomic composition on the compressive strain and electrocatalytic activity of PtCoFe/sulfoted graphene,Mehran Javanbakht,Iran,Amirkabir University of Technology,2017,PtCoFe/SG,74.36,0,0,0,0,0,17.95,7.69,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,1,0,0,0,0,0,0,69,7.6,0.1,graphene,,600,none,1,0,0,120,1440,0,NaBH4,0,0,1,0,7,500,1,0,1,79,217,0.274683544,,,,,,,,5,0.1,0.1,20,nafion 212,50,130,0.67,4.9,100,1,75,300,1425,2,9.5,300,1425,0,,1,531,531,0,0.97,0.855,0.8,0.75,0.72,0.7,0.68,0.66,0.638,0.59,0.503,0.42342,0.35636,0.29907,0.24956,0.20635,0.16831,0.13456,0.10442,0.07733,0.05286,0.03064,0.01038,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,85.5,160,225,288,350,408,462,510.4,531,503,465.762,427.632,388.791,349.384,309.525,269.296,228.752,187.956,146.927,105.72,64.344,22.836,23,24,25,26,27,28,29,30,531
Novel synthesis of highly durable and active Pt catalyst encapsulated in nitrogen containing carbon for polymer electrolyte membrane fuel cell,Taeho Lim,Korea,Soongsil University,2017,Pt-cAn/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,85,4.3,,home-made nitrogen-doped carbon,,,core-shell,0,0,1,25,0,0,none,0,1,0,0,7,500,2,0,1,98.4,55,0.055894309,0.89,0.957,,,,,,6.25,0.02,0.1,40,nafion 212,50.8,,,,100,0,70,,,,,0,0,0,,1,741,741,0,,0.8,0.76,0.735,0.705,0.685,0.66,0.64,0.62,0.6,0.575,0.555,0.54,0.515,0.5,0.475,0.455,0.435,0.41,0.39,0.36,0.33,0.3,0.265,0.235,0.2,0.16,0.115,0.07283,0.03565,0.01,80,152,220.5,282,342.5,396,448,496,540,575,610.5,648,669.5,700,712.5,728,739.5,738,741,720,693,660,609.5,564,500,416,310.5,203.924,103.385,30,741
Novel synthesis of highly durable and active Pt catalyst encapsulated in nitrogen containing carbon for polymer electrolyte membrane fuel cell,Taeho Lim,Korea,Soongsil University,2017,Pt-cAn/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,85,4.3,,home-made nitrogen-doped carbon,,,core-shell,0,0,1,25,0,0,none,0,1,0,0,7,500,2,0,1,98.4,55,0.055894309,0.89,0.957,,,,,,6.25,0.04,0.1,40,nafion 212,50.8,,,,100,0,70,,,,,0,0,0,,1,935,935,0,,0.815,0.775,0.755,0.73,0.715,0.7,0.68,0.66,0.64,0.625,0.61,0.598,0.575,0.56,0.54,0.525,0.503,0.49,0.475,0.455,0.44,0.425,0.4,0.385,0.368,0.35,0.325,0.30119,0.27955,0.25978,81.5,155,226.5,292,357.5,420,476,528,576,625,671,717.6,747.5,784,810,840,855.1,882,902.5,910,924,935,920,924,920,910,877.5,843.332,810.695,779.34,935
Novel synthesis of highly durable and active Pt catalyst encapsulated in nitrogen containing carbon for polymer electrolyte membrane fuel cell,Taeho Lim,Korea,Soongsil University,2017,Pt-cAn/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,85,4.3,,home-made nitrogen-doped carbon,,,core-shell,0,0,1,25,0,0,none,0,1,0,0,7,500,2,0,1,98.4,55,0.055894309,0.89,0.957,,,,,,6.25,0.2,0.1,40,nafion 212,50.8,,,,100,0,70,,,,,0,0,0,,1,796,796,0,,0.8,0.765,0.74,0.71,0.685,0.66,0.64,0.62,0.6,0.575,0.555,0.54,0.525,0.5,0.485,0.465,0.45,0.43,0.41,0.398,0.375,0.355,0.34,0.32,0.3,0.275,0.25119,0.22955,0.20978,0.19167,80,153,222,284,342.5,396,448,496,540,575,610.5,648,682.5,700,727.5,744,765,774,779,796,787.5,781,782,768,750,715,678.213,642.74,608.362,575.01,796
Influence of various carbon no-forms as supports for Pt catalyst on proton exchange membrane fuel cell performance,Gouri Cheruvally,India,Vikram Sarabhai Space Centre,2017,Pt/CB,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.7,,home-made carbon,,,none,1,0,0,78,10,0,NaBH4,0,0,1,0,12,25,0,0,1,42,225,0.535714286,,,,,,,,1,0.5,0.5,20,nafion 115,175,125,10,,100,1,55,,,,,0,0,0,,1,364,364,0,,0.775,0.71,0.68,0.65,0.61,0.585,0.52,0.42,0.24,0.08129,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,77.5,142,204,260,305,351,364,336,216,81.29,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,364
Influence of various carbon no-forms as supports for Pt catalyst on proton exchange membrane fuel cell performance,Gouri Cheruvally,India,Vikram Sarabhai Space Centre,2017,Pt/SWCNT,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.5,,single-walled carbon notubes,,,none,1,0,0,78,10,0,NaBH4,0,0,1,0,12,25,0,0,1,31,225,0.725806452,,,,,,,,1,0.5,0.5,20,nafion 115,175,125,10,,100,1,55,,,,,0,0,0,,1,166,166,0,,0.645,0.56,0.49,0.415,0.32,0.22,0.12909,0.05333,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,64.5,112,147,166,160,132,90.363,42.664,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,166
Influence of various carbon no-forms as supports for Pt catalyst on proton exchange membrane fuel cell performance,Gouri Cheruvally,India,Vikram Sarabhai Space Centre,2017,Pt/MWCNT,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,2.6,,multi-walled carbon notubes,,,none,1,0,0,78,10,0,NaBH4,0,0,1,0,12,25,0,0,1,66,225,0.340909091,,,,,,,,1,0.5,0.5,20,nafion 115,175,125,10,,100,1,55,,,,,0,0,0,,1,364,364,0,,0.8,0.72,0.665,0.625,0.6,0.56,0.52,0.455,0.36,0.23,0.11331,0.01828,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,80,144,199.5,250,300,336,364,364,324,230,124.641,21.936,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,364
Influence of various carbon no-forms as supports for Pt catalyst on proton exchange membrane fuel cell performance,Gouri Cheruvally,India,Vikram Sarabhai Space Centre,2017,Pt/G,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.2,,graphene,,600,none,1,0,0,78,10,0,NaBH4,0,0,1,0,12,25,0,0,1,22,225,1.022727273,,,,,,,,1,0.5,0.5,20,nafion 115,175,125,10,,100,1,55,,,,,0,0,0,,1,122,122,0,,0.61,0.49,0.4,0.305,0.21844,0.146,0.08448,0.03159,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,61,98,120,122,109.22,87.6,59.136,25.272,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,122
Facile synthesis of highly conducting and mesoporous carbon aerogel as platinum support for PEM fuel cells,M.K. Singh,India,Raja Raman Centre for Advanced Technology,2017,PtCA,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.5,,carbon aerogel,,,none,1,0,0,150,,0,ethylene glycol,1,0,0,0,10.5,25,0,0,1,73,225,0.308219178,0.814,0.964,,,,,,25,0.4,0.4,,nafion 212,50,130,3,6,100,1,60,,,,,0,0,0,,1,669.681,669.681,0,,0.81,0.76,0.74,0.715,0.7,0.66,0.64,0.625,0.6,0.57,0.53,0.5,0.47,0.445,0.42119,0.39955,0.37978,0.36167,0.345,0.32962,0.31537,0.30214,0.28983,0.27833,0.26758,0.2575,0.24803,0.23912,0.23071,0.22278,81,152,222,286,350,396,448,500,540,570,583,600,611,623,631.785,639.28,645.626,651.006,655.5,659.24,662.277,664.708,666.609,667.992,668.95,669.5,669.681,669.536,669.059,668.34,669.681
Study on durability of Pt supported on graphitized carbon under simulated start-up/shut-down conditions for polymer electrolyte membrane fuel cells,Won Suk Jung,USA,"University of South Caroli, Columbia",2018,Pt/CB,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,70,2.6,,EC300,40,875,none,1,0,0,160,180,0,ethylene glycol,1,0,0,0,11,25,0,0,1,48,71.25,0.1484375,0.841,,,,,,,25,0.15,0.1,46,nafion 212,50,140,6,1.96,40,0,80,300,300,2,2,300,300,0.17,,0.21,585,585,0,,0.77,0.725,0.7,0.675,0.65,0.625,0.6,0.575,0.55,0.52,0.5,0.48,0.45,0.41,0.39,0.355,0.325,0.3,0.27619,0.25455,0.23478,0.21667,0.2,0.18462,0.17037,0.15714,0.14483,0.13333,0.12258,0.1125,77,145,210,270,325,375,420,460,495,520,550,576,585,574,585,568,552.5,540,524.761,509.1,493.038,476.674,460,443.088,425.925,408.564,391.041,373.324,355.482,337.5,585
Study on durability of Pt supported on graphitized carbon under simulated start-up/shut-down conditions for polymer electrolyte membrane fuel cells,Won Suk Jung,USA,"University of South Caroli, Columbia",2018,Pt/HCB17,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,70,2.5,,home-made carbon,,,none,1,0,0,160,180,0,ethylene glycol,1,0,0,0,11,25,0,0,1,51,92.33,0.181039216,0.85,,,,,,,25,0.15,0.1,46,nafion 212,50,140,6,1.96,40,0,80,300,300,2,2,300,300,0.17,,0.21,520,520,0,,0.775,0.71,0.695,0.66,0.625,0.6,0.575,0.54,0.515,0.49,0.46,0.425,0.4,0.36,0.325,0.3,0.27619,0.25455,0.23478,0.21667,0.2,0.18462,0.17037,0.15714,0.14483,0.13333,0.12258,0.1125,0.10303,0.09412,77.5,142,208.5,264,312.5,360,402.5,432,463.5,490,506,510,520,504,487.5,480,469.523,458.19,446.082,433.34,420,406.164,391.851,377.136,362.075,346.658,330.966,315,298.787,282.36,520
Compositiol Evaluation of Coreduced Fe?Pt Metal Acetylacetotes as PEM Fuel Cell Cathode Catalyst,Thomas W?gberg,Sweden,Ume?a University,2018,FePt(1:1),67,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,5.5,,XC-72R,30,230,none,1,0,0,140,1440,0,"N,N-dimethylformamide",0,0,0,1,7,25,0,0,1,21.1,180,0.853080569,0.865,0.975,6000,20,,,,5,0.0876,0.1,20,nafion 212,50,130,2,5.88,95,1,60,,,,,0,0,0,,1,408,408,0,,0.76,0.69,0.65,0.605,0.565,0.53,0.495,0.455,0.445,0.4,0.365,0.34,0.305,0.275,0.24656,0.22092,0.1977,0.17657,0.15725,0.13952,0.1232,0.10812,0.09415,0.08117,0.06907,0.05777,0.0472,0.03728,0.02796,0.01919,76,138,195,242,282.5,318,346.5,364,400.5,400,401.5,408,396.5,385,369.84,353.472,336.09,317.826,298.775,279.04,258.72,237.864,216.545,194.808,172.675,150.202,127.44,104.384,81.084,57.57,408
