Title,Corresponding author,country,institute,Year,Sample Name,Pt at% in metal element,Pd at% in metal element,Au at% in metal element,Ir at% in metal element,Ru at% in metal element,Ni at% in metal element,Co at% in metal element,Fe at% in metal element,Mn at% in metal element,Zn at% in metal element,Cu at% in metal element,Ti at% in metal element,Cr at% in metal element,Mo at% in metal element,Ag at% in metal element,V at% in metal element,Sc at% in metal element,W at% in metal element,Os at% in metal element,Ga at% in metal element,total metal mass ratio wt%,N at%,Sn at%,S at%,O at%,Ti at%,Ta at%,Nb at%,Si at%,W at%,C wt%,Particle diameter ㄗnmㄘ,Particle variance,carbon substrate type,carbon particle diameter(nm),support BET surface area(m2/g),special sturcture,particle,nanowire,core-shell,Reduction Temperature,Reduction Time/min,mircrowave(0/1),Reducing agent( chemical name in english),polyhydric alcohols,heat reduction,inorganic reducing agent,organic reducing agent,pH,Annealing Temperature,Annealing Time/h,Atomosphere h2,Atomosphere inert,ECSA m2/g,Mass Activity mA mg-1,Specific Activity mA cm-2,Half wave potential ㄗV vsRHEㄘ,Onset Potential ㄗV vsRHEㄘ,ADT cycles,Reduce in half wave potential  mV,Reduce in MA/ mA mg-1,Reduce in SA/mA cm-2,I/C Ratio(ionomer/catalyst),Area cm2,Cathodic Loading Amount mgPt cm-2,Anodic Platinum Loading Amount mgPt cm-2,Anodic catalyst type x wt% Pt/C,Membrane,membrane thickness,Hot Press Temperature,Hot Press Time min,Hot Press Pressure Mpa,Humidity %,GDE for 1,celltemp,Flowing rate of H2 ml min-1,flowing rate of cathode gas(O2/air),stoichiometry/anode,stoichiometry/cathode,stoich to flow anode,stoich to flow cathode,Back Pressure Mpa,"Current decay at 0.6V(ma,cm2)",Cathode gas oxygen ratio,Maximum Power Density mW cm-2,MPD caculated,qualified,Open Circuit Voltage V,Voltage 100mA cm0,Voltage 200mA cm0,Voltage 300mA cm0,Voltage 400mA cm0,Voltage 500mA cm0,Voltage 600mA cm0,Voltage 700mA cm0,Voltage 800mA cm0,Voltage 900mA cm0,Voltage 1000mA cm0,Voltage 1100mA cm0,Voltage 1200mA cm0,Voltage 1300mA cm0,Voltage 1400mA cm0,Voltage 1500mA cm0,Voltage 1600mA cm0,Voltage 1700mA cm0,Voltage 1800mA cm0,Voltage 1900mA cm0,Voltage 2000mA cm0,Voltage 2100mA cm0,Voltage 2200mA cm0,Voltage 2300mA cm0,Voltage 2400mA cm0,Voltage 2500mA cm0,Voltage 2600mA cm0,Voltage 2700mA cm0,Voltage 2800mA cm0,Voltage 2900mA cm0,Voltage 3000mA cm0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pt use,,Rand,Rand num,Year for plot
Highly active platinum supported on Mo-doped titanium notubes suboxide (Pt/TNTS-Mo) electrocatalyst for oxygen reduction reaction in PEMFC,Reza Alipour Moghadam Esfahani,Italy,Politecnico di Torino,2018,Pt/TNTS-Mo,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,60,30,0,0,0,0,0,3.1,,oxide,,,none,1,0,0,150,180,0,ethylene glycol,1,0,0,0,9,450,3,1,0,93.6,110.7,0.118269231,0.9,1.06,,,,,,25,0.35,0.35,20,nafion 115,127,120,1.5,1.96,100,1,50,,,,,0,0,0.1,,1,385,385,0,,0.775,0.7,0.65,0.6,0.56,0.525,0.49,0.455,0.415,0.385,0.35,0.305,0.25,0.19,0.13431,0.0861,0.04394,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,77.5,140,195,240,280,315,343,364,373.5,385,385,366,325,266,201.465,137.76,74.698,18,19,20,21,22,23,24,25,26,27,28,29,30,385,0.909090909,404,0.961028611,0.176274932,2018.176275
Highly active platinum supported on Mo-doped titanium notubes suboxide (Pt/TNTS-Mo) electrocatalyst for oxygen reduction reaction in PEMFC,Reza Alipour Moghadam Esfahani,Italy,Politecnico di Torino,2018,Pt/TNTS-Mo,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,60,30,0,0,0,0,0,3.1,,oxide,,,none,1,0,0,150,180,0,ethylene glycol,1,0,0,0,9,450,3,1,0,93.6,110.7,0.118269231,0.9,1.06,,,,,,25,0.35,0.35,20,nafion 115,127,120,1.5,1.96,100,1,70,,,,,0,0,0.1,,1,440,440,0,,0.77,0.71,0.65,0.615,0.585,0.55,0.525,0.495,0.46,0.43,0.4,0.35,0.3,0.25,0.17,0.085,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,77,142,195,246,292.5,330,367.5,396,414,430,440,420,390,350,255,136,17,18,19,20,21,22,23,24,25,26,27,28,29,30,440,0.795454545,405,0.156118283,-0.101054017,2017.898946
Highly active platinum supported on Mo-doped titanium notubes suboxide (Pt/TNTS-Mo) electrocatalyst for oxygen reduction reaction in PEMFC,Reza Alipour Moghadam Esfahani,Italy,Politecnico di Torino,2018,Pt/TNTS-Mo,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,60,30,0,0,0,0,0,3.1,,oxide,,,none,1,0,0,150,180,0,ethylene glycol,1,0,0,0,9,450,3,1,0,93.6,110.7,0.118269231,0.9,1.06,,,,,,25,0.35,0.35,20,nafion 115,127,120,1.5,1.96,100,1,90,,,,,0,0,0.1,,1,520,520,0,,0.78,0.72,0.67,0.64,0.61,0.59,0.55,0.535,0.505,0.48,0.45,0.425,0.4,0.365,0.335,0.3,0.255,0.23,0.18,0.15,0.1,0.0533,0.01239,0.01,0.01,0.01,0.01,0.01,0.01,0.01,78,144,201,256,305,354,385,428,454.5,480,495,510,520,511,502.5,480,433.5,414,342,300,210,117.26,28.497,24,25,26,27,28,29,30,520,0.673076923,406,0.496211414,-0.000949672,2017.99905
A facile synthesis and assembly of ultrasmall Pt nanoparticles on reduced graphene oxide carbon black hybrid for enhanced performance in PEMFC,?nder Metin,turkey,Atat邦rk University,2018,Pt/rGO,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,78,1.4,0.4,graphene,,600,none,1,0,0,100,60,0,morpholine borane,0,0,1,0,7,400,1,1,0,54,5.79,0.010722222,0.72,0.95,,,,,,5,0.35,0.35,30,nafion 212,50,135,5,2,100,1,80,500,500,,,0,0,0,,1,690,690,0,1,0.84,0.8,0.77,0.735,0.71,0.685,0.665,0.64,0.61,0.59,0.56,0.54,0.51,0.49,0.46,0.43,0.4,0.365,0.335,0.3,0.27,0.23,0.19238,0.15898,0.12914,0.1023,0.07805,0.05602,0.03592,0.01751,84,160,231,294,355,411,465.5,512,549,590,616,648,663,686,690,688,680,657,636.5,600,567,506,442.474,381.552,322.85,265.98,210.735,156.856,104.168,52.53,690,0.507246377,407,0.518540079,0.004648983,2018.004649
A facile synthesis and assembly of ultrasmall Pt nanoparticles on reduced graphene oxide carbon black hybrid for enhanced performance in PEMFC,?nder Metin,turkey,Atat邦rk University,2018,Pt/VC,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,78,1.3,0.3,XC-72R,30,230,none,1,0,0,100,60,0,morpholine borane,0,0,1,0,7,400,1,1,0,50,0.84,0.00168,0.75,0.95,,,,,,5,0.35,0.35,30,nafion 212,50,135,5,2,100,1,80,500,500,,,0,0,0,,1,739.5,739.5,0,1,0.815,0.775,0.74,0.72,0.69,0.675,0.65,0.63,0.605,0.59,0.56,0.54,0.52,0.5,0.48,0.46,0.435,0.41,0.38,0.355,0.33,0.3,0.27,0.235,0.215,0.19586,0.17828,0.1621,0.14714,0.13327,81.5,155,222,288,345,405,455,504,544.5,590,616,648,676,700,720,736,739.5,738,722,710,693,660,621,564,537.5,509.236,481.356,453.88,426.706,399.81,739.5,0.473292765,408,0.864494095,0.110073546,2018.110074
A facile synthesis and assembly of ultrasmall Pt nanoparticles on reduced graphene oxide carbon black hybrid for enhanced performance in PEMFC,?nder Metin,turkey,Atat邦rk University,2018,Pt/rGO-VC,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,78,1.2,0.2,XC-72R/R-GO hybrid,,,none,1,0,0,100,60,0,morpholine borane,0,0,1,0,7,400,1,1,0,87,8.67,0.009965517,0.81,0.95,,,,,,5,0.35,0.35,30,nafion 212,50,135,5,2,100,1,80,500,500,,,0,0,0,,1,861,861,0,1,0.835,0.79,0.77,0.735,0.72,0.7,0.675,0.66,0.635,0.62,0.6,0.58,0.565,0.54,0.525,0.505,0.485,0.47,0.45,0.43,0.41,0.38,0.36,0.34,0.32,0.29,0.27,0.24,0.21,0.18156,83.5,158,231,294,360,420,472.5,528,571.5,620,660,696,734.5,756,787.5,808,824.5,846,855,860,861,836,828,816,800,754,729,672,609,544.68,861,0.406504065,409,0.086625266,-0.13618332,2017.863817
Ultralow-loading platinum-cobalt fuel cell catalysts derived from imidazolate frameworks,di-jia liu,united States,Argonne National Laboratory,2018,47% Pt/C from TKK,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,53,3.9,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,62,217,0.35,,,,,,,0.7,5,0.35,0.2,20,nafion 211,25,120,2,10.8,100,1,80,200,200,,,0,0,0.05,,1,1206.835,1206.835,1,0.95,0.9,0.8,0.776,0.76,0.75,0.73,0.715,0.705,0.695,0.685,0.67085,0.6567,0.64255,0.6284,0.61425,0.6001,0.58595,0.5718,0.55765,0.5435,0.52935,0.5152,0.50105,0.4869,0.47275,0.4586,0.44445,0.4303,0.41615,0.402,90,160,232.8,304,375,438,500.5,564,625.5,685,737.935,788.04,835.315,879.76,921.375,960.16,996.115,1029.24,1059.535,1087,1111.635,1133.44,1152.415,1168.56,1181.875,1192.36,1200.015,1204.84,1206.835,1206,1206.835,0.290014791,410,0.104348427,-0.125715683,2017.874284
Ink Solvent Dependence of the Ionomer Distribution in the Catalyst Layer of a PEMFC,Hubert A. Gasteiger,Germany,Technische Universit?t M邦nchen,2018,TEC10EA50E,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9,0,0,0,0,0,0,0,0,0,53.1,3.9,1.3,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,46,112,0.243478261,,,,,,,0.65,50,0.32,0.1,46.9,Asahi Kasei,15,155,3,2.4,100,0,80,300,1425,2,9.5,300,1425,0.17,,1,1949.49,1949.49,1,0.94,0.8125,0.84,0.825,0.8125,0.8,0.79,0.78,0.773,0.765,0.76,0.751,0.745,0.738,0.732,0.725,0.71818,0.7117,0.70554,0.69968,0.69409,0.68875,0.68366,0.67878,0.67412,0.66965,0.66536,0.66124,0.65729,0.65349,0.64983,81.25,168,247.5,325,400,474,546,618.4,688.5,760,826.1,894,959.4,1024.8,1087.5,1149.088,1209.89,1269.972,1329.392,1388.18,1446.375,1504.052,1561.194,1617.888,1674.125,1729.936,1785.348,1840.412,1895.121,1949.49,1949.49,0.164145494,411,0.407505886,-0.023396549,2017.976603
Efficient Pt坼C MEA for PEMFC with Low Platinum Content Prepared by Magnetron Sputtering,V. Joh芍nek,czech Republic,Charles University,2018,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,3.1,,none,0,0,none,1,0,0,25,0,0,sputter,0,0,0,0,7,25,0,0,0,55,225,0.409090909,,,,,,,,4,0.3,0.3,,nafion 212,50,,,,100,1,70,180,450,1.2,3,180,450,0.05,,1,950,950,1,1,0.83,0.8,0.77,0.745,0.725,0.71,0.698,0.685,0.66,0.65,0.625,0.61,0.6,0.585,0.565,0.55,0.53,0.515,0.499,0.475,0.45,0.42619,0.40455,0.38478,0.36667,0.35,0.33462,0.32037,0.30714,0.29483,83,160,231,298,362.5,426,488.6,548,594,650,687.5,732,780,819,847.5,880,901,927,948.1,950,945,937.618,930.465,923.472,916.675,910,903.474,897.036,890.706,884.49,950,0.315789474,412,0.215978446,-0.07858474,2017.921415
Direct formation of Pt catalyst on gas diffusion layer using sonochemical deposition method for the application in polymer electrolyte membrane fuel cell,Taeho Lim,korea,seoul National University,2018,Pt/CP,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,4.84,,none,0,0,none,1,0,0,25,120,1,ascorbic acid,0,0,1,0,7,25,0,0,0,0.96,180,18.75,,,,,,,,5,0.28,0.24,40,nafion 212,50,125,2,2,100,1,70,,,,,0,0,0,,1,322,322,0,0.9,0.76,0.71,0.65,0.602,0.56,0.515,0.46,0.402,0.34,0.28253,0.23287,0.18954,0.1514,0.11757,0.08736,0.06021,0.03569,0.01343,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,76,142,195,240.8,280,309,322,321.6,306,282.53,256.157,227.448,196.82,164.598,131.04,96.336,60.673,24.174,19,20,21,22,23,24,25,26,27,28,29,30,322,0.869565217,413,0.3494616,-0.038677444,2017.961323
Binary CuPt alloy nanoparticles assembled on reduced graphene oxide-carbon black hybrid as efficient and cost-effective electrocatalyst for PEMFC,?nder Metin,turkey,Atat邦rk University,2018,Cu45Pt55/rGO,55,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,79.7,3.5,0.7,graphene,,600,none,1,0,0,100,60,0,morpholine borane,0,0,1,0,7,400,1,1,0,56,10.38,0.018535714,0.74,0.95,,,,,,5,0.28,0.28,30,nafion 212,50,135,5,2,100,1,80,500,500,,,0,0,0,,1,360,360,0,0.9,0.82,0.78,0.73,0.675,0.62,0.56,0.5,0.43,0.4,0.35,0.3,0.25,0.19,0.13431,0.0861,0.04394,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,82,156,219,270,310,336,350,344,360,350,330,300,247,188.034,129.15,70.304,17,18,19,20,21,22,23,24,25,26,27,28,29,30,360,0.777777778,414,0.26707361,-0.062168773,2017.937831
Binary CuPt alloy nanoparticles assembled on reduced graphene oxide-carbon black hybrid as efficient and cost-effective electrocatalyst for PEMFC,?nder Metin,turkey,Atat邦rk University,2018,Cu45Pt55/VC,55,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80.2,3.5,0.7,XC-72R,30,230,none,1,0,0,100,60,0,morpholine borane,0,0,1,0,7,400,1,1,0,73,3.92,0.005369863,0.79,0.95,,,,,,5,0.28,0.28,30,nafion 212,50,135,5,2,100,1,80,500,500,,,0,0,0,,1,375,375,0,0.9,0.77,0.7,0.66,0.61,0.57,0.52,0.48,0.45,0.41,0.375,0.34,0.29,0.25,0.2,0.1533,0.11239,0.07625,0.0441,0.0153,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,77,140,198,244,285,312,336,360,369,375,374,348,325,280,229.95,179.824,129.625,79.38,29.07,20,21,22,23,24,25,26,27,28,29,30,375,0.746666667,415,0.858856571,0.107519628,2018.10752
Direct formation of Pt catalyst on gas diffusion layer using sonochemical deposition method for the application in polymer electrolyte membrane fuel cell,Taeho Lim,korea,seoul National University,2018,Pt/CP,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,4.84,,none,0,0,none,1,0,0,25,120,1,ascorbic acid,0,0,1,0,7,25,0,0,0,0.96,180,18.75,,,,,,,,5,0.28,0.24,40,nafion 212,50,125,2,2,100,1,70,,,,,0,0,0.05,,1,437.8,437.8,0,0.9,0.79,0.75,0.71,0.675,0.63,0.6,0.555,0.52,0.475,0.43,0.398,0.35,0.302,0.25711,0.21768,0.18278,0.15166,0.12375,0.09857,0.07573,0.05494,0.03591,0.01845,0.01,0.01,0.01,0.01,0.01,0.01,0.01,79,150,213,270,315,360,388.5,416,427.5,430,437.8,420,392.6,359.954,326.52,292.448,257.822,222.75,187.283,151.46,115.374,79.002,42.435,24,25,26,27,28,29,30,437.8,0.639561444,416,0.058770723,-0.156517686,2017.843482
Binary CuPt alloy nanoparticles assembled on reduced graphene oxide-carbon black hybrid as efficient and cost-effective electrocatalyst for PEMFC,?nder Metin,turkey,Atat邦rk University,2018,Cu45Pt55/rGO-VC,55,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,79.2,3.5,0.7,XC-72R/graphene hybrid,,,none,1,0,0,100,60,0,morpholine borane,0,0,1,0,7,400,1,1,0,119,35.1,0.029495798,0.82,0.95,,,,,,5,0.28,0.28,30,nafion 212,50,135,5,2,100,1,80,500,500,,,0,0,0,,1,481,481,0,0.9,0.825,0.78,0.74,0.7,0.67,0.63,0.59,0.55,0.49,0.46,0.42,0.4,0.37,0.335,0.31,0.29,0.27,0.25086,0.23328,0.2171,0.20214,0.18827,0.17539,0.16338,0.15216,0.14166,0.1318,0.12254,0.11382,0.10559,82.5,156,222,280,335,378,413,440,441,460,462,480,481,469,465,464,459,451.548,443.232,434.2,424.494,414.194,403.397,392.112,380.4,368.316,355.86,343.112,330.078,316.77,481,0.582120582,417,0.507401043,0.001855273,2018.001855
Direct formation of Pt catalyst on gas diffusion layer using sonochemical deposition method for the application in polymer electrolyte membrane fuel cell,Taeho Lim,korea,seoul National University,2018,Pt/CP,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,4.84,,none,0,0,none,1,0,0,25,120,1,ascorbic acid,0,0,1,0,7,25,0,0,0,0.96,180,18.75,,,,,,,,5,0.28,0.24,40,nafion 212,50,125,2,2,100,1,70,,,,,0,0,0.25,,1,688.5,688.5,0,0.91,0.815,0.785,0.75,0.725,0.7,0.675,0.65,0.625,0.6,0.575,0.55,0.53,0.505,0.485,0.455,0.425,0.405,0.38,0.36,0.335,0.31,0.29,0.26,0.235,0.202,0.17,0.135,0.10195,0.07241,0.04583,81.5,157,225,290,350,405,455,500,540,575,605,636,656.5,679,682.5,680,688.5,684,684,670,651,638,598,564,505,442,364.5,285.46,209.989,137.49,688.5,0.406681191,418,0.941305535,0.156582782,2018.156583
Direct formation of Pt catalyst on gas diffusion layer using sonochemical deposition method for the application in polymer electrolyte membrane fuel cell,Taeho Lim,korea,seoul National University,2018,Pt/C 40wt%,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,3.9,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,61.7,217,0.351701783,,,,,,,0.319,5,0.28,0.24,40,nafion 212,50,125,2,2,100,1,70,,,,,0,0,0.25,,1,980,980,1,0.98,0.84,0.815,0.798,0.77,0.757,0.745,0.725,0.705,0.695,0.68,0.66,0.64,0.625,0.61,0.598,0.575,0.555,0.535,0.51,0.49,0.46,0.44,0.415,0.39,0.35,0.325,0.297,0.25,0.175,0.10598,84,163,239.4,308,378.5,447,507.5,564,625.5,680,726,768,812.5,854,897,920,943.5,963,969,980,966,968,954.5,936,875,845,801.9,700,507.5,317.94,980,0.285714286,419,0.626745632,0.032324628,2018.032325
Ink Solvent Dependence of the Ionomer Distribution in the Catalyst Layer of a PEMFC,Hubert A. Gasteiger,Germany,Technische Universit?t M邦nchen,2018,TEC10EA50E,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9,0,0,0,0,0,0,0,0,0,53.1,3.9,1.3,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,46,88,0.191304348,,,,,,,0.65,50,0.27,0.1,46.9,Asahi Kasei,15,155,3,2.4,100,0,80,300,1425,2,9.5,300,1425,0.17,,1,1729.53,1729.53,1,0.94,0.85,0.8125,0.797,0.777,0.7625,0.75,0.74,0.73,0.722,0.716,0.71,0.702,0.699,0.693,0.6825,0.67233,0.66278,0.65379,0.64532,0.63732,0.62975,0.62259,0.61579,0.60934,0.6032,0.59735,0.59178,0.58646,0.58138,0.57651,85,162.5,239.1,310.8,381.25,450,518,584,649.8,716,781,842.4,908.7,970.2,1023.75,1075.728,1126.726,1176.822,1226.108,1274.64,1322.475,1369.698,1416.317,1462.416,1508,1553.11,1597.806,1642.088,1686.002,1729.53,1729.53,0.156111776,420,0.130106932,-0.112588579,2017.887411
Enhanced oxygen reduction reaction of Pt deposited Fe/N-doped bimodal porous carbon nostructure catalysts,Kyung-Won Park,Korea,Soongsil University,2018,Pt10/FeNC,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2.18,0,0,0,0,0,0,0,0,87.82,2.77,,home-made nitrogen-doped carbon,,,none,1,0,0,,20,0,radiation,0,0,0,0,7,25,0,0,1,93.68,2140,2.284372331,0.85,,,,,,,5,0.21,0.5,20,nafion 211,25,120,2,4,100,0,80,,,,,0,0,0,,1,790,790,0,,0.78,0.74,0.7,0.675,0.65,0.64,0.615,0.6,0.575,0.55,0.54,0.525,0.5,0.495,0.47,0.45,0.44,0.42,0.4,0.395,0.37,0.35,0.34,0.315,0.3,0.28556,0.27216,0.25968,0.24805,0.23717,78,148,210,270,325,384,430.5,480,517.5,550,594,630,650,693,705,720,748,756,760,790,777,770,782,756,750,742.456,734.832,727.104,719.345,711.51,790,0.265822785,421,0.466283963,-0.008461443,2017.991539
"A fuel cell catalyst support based on doped titanium suboxides with enhanced conductivity, durability and fuel cell performance","Easton, EB",Canada,Electrochem Mat Lab,2018,Pt/TOMS,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.1,,home-made carbon,,,none,1,0,0,90,300,0,ethylene glycol,1,0,0,0,11,450,4,1,0,87.33,225,0.257643422,0.9,1.06,,,,,0.43,5,0.2,0.2,20,nafion212,50,110,1.5,15,100,1,80,100,200,,,,,0.1,,1,973,940.5,1,1,0.88,0.85,0.805,0.795,0.78,0.76,0.72,0.71,0.7,0.69,0.67,0.65,0.63,0.605,0.595,0.58,0.52,0.5,0.495,0.47,0.44,0.41,0.4,0.38,0.34,0.305,0.28,0.25619,0.23455,0.21478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.205549846,422,0.160632168,-0.099186305,2017.900814
Gram-scale synthesis of highly active and durable octahedral PtNi noparticle catalysts for proton exchange membrane fuel cell,Sung Jong Yoo,Korea,Korea Advanced Institute of Science and Technology,2018,PtNi@Pt/C,50,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2,0,0,0,0,0,0,0,0,0,78.8,8.08,,XC-72R,30,230,core-shell,0,0,1,200,60,0,none,0,1,0,0,7,25,0,0,1,33.9,1240,3.657817109,0.92,1.04,10000,29,860,2.39,,5,0.2,0.2,46.5,nafion 211,25,,,,100,0,80,,,,,0,0,0,,1,1815,1815,1,,0.85,0.83,0.815,0.8,0.79,0.775,0.765,0.755,0.75,0.745,0.735,0.725,0.72,0.713,0.705,0.7,0.696,0.685,0.678,0.675,0.665,0.66,0.654,0.646,0.64,0.635,0.63,0.625,0.615,0.605,85,166,244.5,320,395,465,535.5,604,675,745,808.5,870,936,998.2,1057.5,1120,1183.2,1233,1288.2,1350,1396.5,1452,1504.2,1550.4,1600,1651,1701,1750,1783.5,1815,1815,0.110192837,423,0.540694639,0.010218388,2018.010218
Anchoring ultrafine Pt nanoparticles on the 3D hierarchical self-assembly of graphene/functionalized carbon black as a highly efficient oxygen reduction catalyst for PEMFCs,Zhigang Shao,china,Dalian Institute of Chemical PhysicsㄛChinese Academy of Sciences,2018,Pt/rGO1每FCB2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,84,1.9,,graphene,,269,none,1,0,0,140,720,0,ethylene glycol,1,0,0,0,10,25,0,0,0,62.1,249,0.400966184,0.886,1,3000,7,,,,4,0.18,0.3,,nafion 211,25,,,,100,1,65,,,,,0,0,0.05,,1,1358,1358,1,0.98,0.865,0.84,0.815,0.8,0.775,0.755,0.745,0.73,0.715,0.7,0.695,0.68,0.67,0.655,0.65,0.64,0.625,0.615,0.6,0.59,0.575,0.56,0.55,0.54,0.525,0.515,0.495,0.485,0.46,0.45,86.5,168,244.5,320,387.5,453,521.5,584,643.5,700,764.5,816,871,917,975,1024,1062.5,1107,1140,1180,1207.5,1232,1265,1296,1312.5,1339,1336.5,1358,1334,1350,1358,0.132547865,424,0.944117627,0.159031089,2018.159031
Enhanced oxygen reduction reaction of Pt deposited Fe/N-doped bimodal porous carbon nostructure catalysts,Kyung-Won Park,Korea,Soongsil University,2018,Pt5/FeNC,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2.18,0,0,0,0,0,0,0,0,92.82,2.49,,home-made nitrogen-doped carbon,,,none,1,0,0,,20,0,radiation,0,0,0,0,7,25,0,0,1,104.08,2190,2.104150653,0.84,,,,,,,5,0.105,0.5,20,nafion 211,25,120,2,4,100,0,80,,,,,0,0,0,,1,819,819,0,,0.77,0.725,0.69,0.655,0.64,0.61,0.598,0.575,0.555,0.548,0.53,0.51,0.5,0.49,0.47,0.46,0.45,0.435,0.417,0.4,0.39,0.37,0.355,0.34,0.315,0.3,0.28556,0.27216,0.25968,0.24805,77,145,207,262,320,366,418.6,460,499.5,548,583,612,650,686,705,736,765,783,792.3,800,819,814,816.5,816,787.5,780,771.012,762.048,753.072,744.15,819,0.128205128,425,0.931074105,0.148383843,2018.148384
Highly Durable and Active Ternary Pt每Au每Ni Electrocatalyst for Oxygen Reduction Reaction,jianguo Liu,china,Nanjing University,2018,Pt-Au-Ni/C,74.2,0,4,0,0,21.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.3,0,0,0,0,0,0,0,0,0,77.7,4.2,,XC-72R,30,230,none,1,0,0,195,5,1,ethylene glycol,1,0,0,0,9,25,0,0,0,77,850,1.103896104,0.95,1.03,10000,5,142.8,,,6.25,0.1,0.2,60,nafion 211,25,,,,100,1,85,,,,,0,0,0,,1,648,648,0,0.94,0.78,0.745,0.72,0.69,0.67,0.647,0.62,0.6,0.575,0.551,0.53,0.51,0.485,0.46,0.43,0.405,0.38,0.351,0.325,0.30026,0.27781,0.25735,0.23862,0.22141,0.20555,0.19087,0.17726,0.16461,0.1528,0.14177,78,149,216,276,335,388.2,434,480,517.5,551,583,612,630.5,644,645,648,646,631.8,617.5,600.52,583.401,566.17,548.826,531.384,513.875,496.262,478.602,460.908,443.12,425.31,648,0.154320988,426,0.975431649,0.196740358,2018.19674
