Title,Corresponding author,country,institute,Year,Sample Name,Pt at% in metal element,Pd at% in metal element,Au at% in metal element,Ir at% in metal element,Ru at% in metal element,Ni at% in metal element,Co at% in metal element,Fe at% in metal element,Mn at% in metal element,Zn at% in metal element,Cu at% in metal element,Ti at% in metal element,Cr at% in metal element,Mo at% in metal element,Ag at% in metal element,V at% in metal element,Sc at% in metal element,W at% in metal element,Os at% in metal element,Ga at% in metal element,total metal mass ratio wt%,N at%,Sn at%,S at%,O at%,Ti at%,Ta at%,Nb at%,Si at%,W at%,C wt%,Particle diameter ㄗnmㄘ,Particle variance,carbon substrate type,carbon particle diameter(nm),support BET surface area(m2/g),special sturcture,particle,nanowire,core-shell,Reduction Temperature,Reduction Time/min,mircrowave(0/1),Reducing agent( chemical name in english),polyhydric alcohols,heat reduction,inorganic reducing agent,organic reducing agent,pH,Annealing Temperature,Annealing Time/h,Atomosphere h2,Atomosphere inert,ECSA m2/g,Mass Activity mA mg-1,Specific Activity mA cm-2,Half wave potential ㄗV vsRHEㄘ,Onset Potential ㄗV vsRHEㄘ,ADT cycles,Reduce in half wave potential  mV,Reduce in MA/ mA mg-1,Reduce in SA/mA cm-2,I/C Ratio(ionomer/catalyst),Area cm2,Cathodic Loading Amount mgPt cm-2,Anodic Platinum Loading Amount mgPt cm-2,Anodic catalyst type x wt% Pt/C,Membrane,membrane thickness,Hot Press Temperature,Hot Press Time min,Hot Press Pressure Mpa,Humidity %,GDE for 1,celltemp,Flowing rate of H2 ml min-1,flowing rate of cathode gas(O2/air),stoichiometry/anode,stoichiometry/cathode,stoich to flow anode,stoich to flow cathode,Back Pressure Mpa,"Current decay at 0.6V(ma,cm2)",Cathode gas oxygen ratio,Maximum Power Density mW cm-2,MPD caculated,qualified,Open Circuit Voltage V,Voltage 100mA cm0,Voltage 200mA cm0,Voltage 300mA cm0,Voltage 400mA cm0,Voltage 500mA cm0,Voltage 600mA cm0,Voltage 700mA cm0,Voltage 800mA cm0,Voltage 900mA cm0,Voltage 1000mA cm0,Voltage 1100mA cm0,Voltage 1200mA cm0,Voltage 1300mA cm0,Voltage 1400mA cm0,Voltage 1500mA cm0,Voltage 1600mA cm0,Voltage 1700mA cm0,Voltage 1800mA cm0,Voltage 1900mA cm0,Voltage 2000mA cm0,Voltage 2100mA cm0,Voltage 2200mA cm0,Voltage 2300mA cm0,Voltage 2400mA cm0,Voltage 2500mA cm0,Voltage 2600mA cm0,Voltage 2700mA cm0,Voltage 2800mA cm0,Voltage 2900mA cm0,Voltage 3000mA cm0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pt use,,Rand,Rand num,Year for plot
Influence of platinum dispersity on oxygen transport resistance and performance in PEMFC as Catalyst Support for PEMFC,Hongmei Yu,China,Dalian Institute of Chemical PhysicsㄛChinese Academy of Sciences,2019,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,40,4.4,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,90,180,0.2,,,,,,,0.7,5,0.4,0.2,70,nafion 211,25,,,,100,0,65,,,,,0,0,0.1,,0.21,590,590,0,0.91,0.85,0.825,0.8,0.795,0.75,0.74,0.705,0.69,0.65,0.59,0.5,0.35,0.23,0.12185,0.03313,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,85,165,240,318,375,444,493.5,552,585,590,550,420,299,170.59,49.695,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,590,0.677966102,266,0.021868375,-0.2016605,2018.79834
Influence of platinum dispersity on oxygen transport resistance and performance in PEMFC as Catalyst Support for PEMFC,Hongmei Yu,China,Dalian Institute of Chemical PhysicsㄛChinese Academy of Sciences,2019,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,3.9,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,61.7,217,0.351701783,,,,,,,0.7,5,0.4,0.2,70,nafion 211,25,,,,100,0,65,,,,,0,0,0.1,,0.21,715,715,1,0.96,0.87,0.85,0.82,0.8,0.795,0.78,0.76,0.75,0.74,0.7,0.65,0.58,0.45,0.1,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,87,170,246,320,397.5,468,532,600,666,700,715,696,585,140,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,715,0.559440559,267,0.748780375,0.06706567,2019.067066
Influence of platinum dispersity on oxygen transport resistance and performance in PEMFC as Catalyst Support for PEMFC,Hongmei Yu,China,Dalian Institute of Chemical PhysicsㄛChinese Academy of Sciences,2019,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.1,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,55,225,0.409090909,,,,,,,0.7,5,0.4,0.2,70,nafion 211,25,,,,100,0,65,,,,,0,0,0.1,,0.21,770,770,1,0.93,0.88,0.85,0.845,0.825,0.805,0.8,0.78,0.76,0.75,0.72,0.7,0.61,0.5,0.21,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,88,170,253.5,330,402.5,480,546,608,675,720,770,732,650,294,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,770,0.519480519,268,0.971227576,0.189914931,2019.189915
In?uence of Equivalent Weight of Ionomer on Proton Conduction Behavior in Fuel Cell Catalyst Layers,JunliangZhang,China,Shanghai Jiao Tong University,2019,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,53,3.9,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,61.7,217,0.351701783,,,,,,,0.75,4,0.4,0.1,47,nafion 211,25,,,,100,0,,,,,,0,0,0,,0.21,1012,1012,1,0.96,0.85,0.79,0.77,0.75,0.73,0.71,0.7,0.68,0.66,0.65,0.64,0.63,0.61,0.6,0.59,0.57,0.56,0.54,0.52,0.5,0.48,0.46,0.44,0.42,0.4,0.38,0.35,0.32,0.28,0.24238,85,158,231,300,365,426,490,544,594,650,704,756,793,840,885,912,952,972,988,1000,1008,1012,1012,1008,1000,988,945,896,812,727.14,1012,0.395256917,269,0.216122682,-0.078535516,2018.921464
Monodispersed Pt3Ni Nanoparticles as a Highly Efficient Electrocatalyst for PEMFCs,Gu Jun,china,Nanjing University,2019,Pt3Ni/EC-600,72.7,0,0,0,0,27.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.8,0,0,0,0,0,0,0,0,0,72.2,2.8,0.4,EC600,34,1400,none,1,0,0,0,60,0,NaBH4,0,0,1,0,7,25,0,0,0,98.9,139,0.140546006,0.855,1,12000,40,,,0.7,25,0.4,0.1,60,nafion 211,25,,,,100,0,75,225,375,1.5,2.5,225,375,0.1,,0.21,1285.41,1285.41,1,0.931,0.84,0.81,0.79,0.775,0.755,0.74,0.725,0.715,0.7,0.68,0.665,0.65,0.635,0.615,0.59586,0.57828,0.5621,0.54714,0.53327,0.52039,0.50838,0.49716,0.48666,0.4768,0.46754,0.45882,0.45059,0.44281,0.43545,0.42847,84,162,237,310,377.5,444,507.5,572,630,680,731.5,780,825.5,861,893.79,925.248,955.57,984.852,1013.213,1040.78,1067.598,1093.752,1119.318,1144.32,1168.85,1192.932,1216.593,1239.868,1262.805,1285.41,1285.41,0.311184758,270,0.606482335,0.027016238,2019.027016
Influence of platinum dispersity on oxygen transport resistance and performance in PEMFC as Catalyst Support for PEMFC,Hongmei Yu,China,Dalian Institute of Chemical PhysicsㄛChinese Academy of Sciences,2019,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,3.9,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,61.7,217,0.351701783,,,,,,,0.7,5,0.3,0.2,70,nafion 211,25,,,,100,0,65,,,,,0,0,0.1,,0.21,654.5,654.5,0,0.95,0.845,0.8,0.795,0.76,0.75,0.725,0.7,0.69,0.65,0.61,0.595,0.545,0.46,0.35,0.25044,0.15991,0.08445,0.02057,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,84.5,160,238.5,304,375,435,490,552,585,610,654.5,654,598,490,375.66,255.856,143.565,37.026,19,20,21,22,23,24,25,26,27,28,29,30,654.5,0.458365164,271,0.214459472,-0.079104292,2018.920896
Influence of platinum dispersity on oxygen transport resistance and performance in PEMFC as Catalyst Support for PEMFC,Hongmei Yu,China,Dalian Institute of Chemical PhysicsㄛChinese Academy of Sciences,2019,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.1,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,55,225,0.409090909,,,,,,,0.7,5,0.3,0.2,70,nafion 211,25,,,,100,0,65,,,,,0,0,0.1,,0.21,774,774,1,0.93,0.86,0.84,0.81,0.8,0.795,0.775,0.755,0.745,0.725,0.7,0.67,0.645,0.575,0.5,0.345,0.20716,0.0968,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,86,168,243,320,397.5,465,528.5,596,652.5,700,737,774,747.5,700,517.5,331.456,164.56,18,19,20,21,22,23,24,25,26,27,28,29,30,774,0.387596899,272,0.322870686,-0.045968635,2018.954031
"Alloyed Pt3M (M = Co, Ni) nanoparticles supported on S- and N-doped carbon nanotubes for the oxygen reduction reaction",Pierre-Andr谷 Jacques,France,Universit谷 de Toulouse,2019,Pt3Co/N-CNT,80,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9,0,0,0,0,0,0,0,0,0,43.1,1.71,0.73,home-made carbon,,,none,1,0,0,25,0,0,NaBH4,0,0,1,0,7,25,0,0,0,55.5,50.3,0.091,,,,,,,0.25,25,0.26,0.2,50,nafion d2020,,,,,100,1,80,180,525,1.2,3.5,,,0.25,,0.21,574,583,0,0.95,0.83,0.79,0.74,0.7,0.67,0.63,0.61,0.6,0.58,0.56,0.53,0.48,0.42,0.36431,0.3161,0.27394,0.23677,0.20375,0.17423,0.14766,0.12364,0.10182,0.0819,0.06364,0.04685,0.03136,0.01701,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.452961672,273,0.306478341,-0.050585751,2018.949414
Influence of platinum dispersity on oxygen transport resistance and performance in PEMFC as Catalyst Support for PEMFC,Hongmei Yu,China,Dalian Institute of Chemical PhysicsㄛChinese Academy of Sciences,2019,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,3.9,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,55,225,0.409090909,,,,,,,0.7,5,0.2,0.2,70,nafion 211,25,,,,100,0,65,,,,,0,0,0.1,,0.21,660,660,0,0.9,0.83,0.805,0.795,0.76,0.75,0.745,0.705,0.695,0.655,0.64,0.6,0.53,0.4,0.28331,0.18828,0.1094,0.04287,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,83,161,238.5,304,375,447,493.5,556,589.5,640,660,636,520,396.634,282.42,175.04,72.879,18,19,20,21,22,23,24,25,26,27,28,29,30,660,0.303030303,274,0.611182722,0.028240295,2019.02824
Influence of platinum dispersity on oxygen transport resistance and performance in PEMFC as Catalyst Support for PEMFC,Hongmei Yu,China,Dalian Institute of Chemical PhysicsㄛChinese Academy of Sciences,2019,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,4.4,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,90,180,0.2,,,,,,,0.7,5,0.2,0.2,70,nafion 211,25,,,,100,0,65,,,,,0,0,0.1,,0.21,732,732,1,0.945,0.85,0.82,0.8,0.795,0.775,0.755,0.75,0.735,0.705,0.7,0.655,0.61,0.555,0.46,0.36,0.26909,0.19333,0.12923,0.07429,0.02667,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,85,164,240,318,387.5,453,525,588,634.5,700,720.5,732,721.5,644,540,430.544,328.661,232.614,141.151,53.34,21,22,23,24,25,26,27,28,29,30,732,0.273224044,275,0.837654943,0.098486556,2019.098487
Engineering bunched Pt-Ni alloy nanocages for efficient oxygen reduction in practical fuel cells,,china,Huazhong University of Science and Technology,2019,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,40,4.4,1.3,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,88,180,0.204545455,0.86,1.05,20000,54,120,0.275,0.333,5,0.15,0.1,60,nafion 212,50,120,5,5.44,100,0,80,,,,,0,0,0.206,,0.21,604.5,604.5,0,0.94,0.798,0.75,0.725,0.698,0.675,0.645,0.625,0.6,0.575,0.55,0.525,0.5,0.465,0.425,0.4,0.355,0.31,0.26783,0.23065,0.19762,0.16808,0.14151,0.11749,0.09565,0.07573,0.05747,0.04067,0.02517,0.01083,0.01,79.8,150,217.5,279.2,337.5,387,437.5,480,517.5,550,577.5,600,604.5,595,600,568,527,482.094,438.235,395.24,352.968,311.322,270.227,229.56,189.325,149.422,109.809,70.476,31.407,30,604.5,0.248138958,276,0.546323652,0.011637835,2019.011638
Engineering bunched Pt-Ni alloy nanocages for efficient oxygen reduction in practical fuel cells,,china,Huazhong University of Science and Technology,2019,PtNi-BNSs/C,60,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,60,2.2,,XC-72R,30,230,nanowire,0,1,0,180,640,0,oleylamine,0,0,0,1,7,25,0,0,0,43.5,1890,4.344827586,0.91,1.05,20000,6,100,0.4,0.333,5,0.15,0.1,60,nafion 212,50,120,5,5.44,100,0,80,,,,,0,0,0.206,,0.21,776,776,1,0.94,0.835,0.785,0.755,0.725,0.702,0.685,0.66,0.645,0.625,0.602,0.59,0.565,0.55,0.525,0.5,0.485,0.45,0.42,0.39,0.345,0.30283,0.26565,0.23262,0.20308,0.17651,0.15249,0.13065,0.11073,0.09247,0.07567,83.5,157,226.5,290,351,411,462,516,562.5,602,649,678,715,735,750,776,765,756,741,690,635.943,584.43,535.026,487.392,441.275,396.474,352.755,310.044,268.163,227.01,776,0.193298969,277,0.688262081,0.049093017,2019.049093
Engineering bunched Pt-Ni alloy nanocages for efficient oxygen reduction in practical fuel cells,,china,Huazhong University of Science and Technology,2019,PtNi-BNCs/C,60,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,60,2.2,,XC-72R,30,230,nanocage,0,1,0,180,640,0,oleylamine,0,0,0,1,7,25,0,0,0,68.2,3520,5.161290323,0.923,1.05,20000,0,25,0.1,0.333,5,0.15,0.1,60,nafion 212,50,120,5,5.44,100,0,80,,,,,0,0,0.206,,0.21,912,912,1,1.02,0.9,0.855,0.84,0.82,0.802,0.795,0.775,0.755,0.74,0.72,0.7,0.68,0.65,0.62,0.599,0.57,0.53,0.5,0.465,0.42,0.37783,0.34065,0.30762,0.27808,0.25151,0.22749,0.20565,0.18573,0.16747,0.15067,90,171,252,328,401,477,542.5,604,666,720,770,816,845,868,898.5,912,901,900,883.5,840,793.443,749.43,707.526,667.392,628.775,591.474,555.255,520.044,485.663,452.01,912,0.164473684,278,0.032834486,-0.184067655,2018.815932
Ionomer distribution control in porous carbon-supported catalyst layers for high-power and low Pt-loaded proton exchange membrane fuel cells,Peter Strasser,germany,Technical University Berlin,2019,Pt/N-KB-200,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.84,0,0,0,0,0,0,0,0,82.96,1.8,,modified EC300,40,779,none,1,0,0,120,120,0,ethylene glycol,1,0,0,0,7,25,0,0,0,80,268,0.335,0.89,1,,,,,0.67,1.4,0.11,0.15,19.7,Gore membrane,10,155,3,2.4,100,1,80,,,,,0,0,0.23,,0.21,1502.58,1502.58,1,0.94,0.81,0.79,0.771,0.753,0.735,0.724,0.713,0.702,0.693,0.685,0.677,0.67,0.661,0.653,0.645,0.636,0.628,0.62,0.612,0.605,0.597,0.59,0.577,0.564,0.552,0.5404,0.52956,0.51939,0.50984,0.50086,81,158,231.3,301.2,367.5,434.4,499.1,561.6,623.7,685,744.7,804,859.3,914.2,967.5,1017.6,1067.6,1116,1162.8,1210,1253.7,1298,1327.1,1353.6,1380,1405.04,1429.812,1454.292,1478.536,1502.58,1502.58,0.073207417,279,0.085491869,-0.13690497,2018.863095
Hard-Magnet L10-CoPt Nanoparticles Advance Fuel Cell Catalysis,shouheng sun,united States,brown university,2019,L10-CoPt,51,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3,0,0,0,0,0,0,0,0,0,89.7,9,,EC300,40,875,core-shell,0,0,1,300,60,0,oleylamine,0,0,0,1,7,650,6,1,0,27.3,2260,8.278388278,0.975,1.1,30000,5,375,2.625,,5,0.105,,,nafion 211,25,,,,100,0,80,500,1000,,,0,0,0.05,,0.21,580.125,580.125,0,0.94,0.865,0.827,0.801,0.778,0.753,0.73,0.702,0.67,0.62,0.57,0.5233,0.48239,0.44625,0.4141,0.3853,0.35936,0.33588,0.31452,0.29501,0.27711,0.26063,0.24542,0.23132,0.21823,0.20604,0.19465,0.18363,0.17331,0.16362,0.15451,86.5,165.4,240.3,311.2,376.5,438,491.4,536,558,570,575.63,578.868,580.125,579.74,577.95,574.976,570.996,566.136,560.519,554.22,547.323,539.924,532.036,523.752,515.1,506.09,495.801,485.268,474.498,463.53,580.125,0.180995475,280,0.97037829,0.188638257,2019.188638
Hard-Magnet L10-CoPt Nanoparticles Advance Fuel Cell Catalysis,shouheng sun,united States,brown university,2019,L10-FePt/Pt,51,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,28.31,0,0,0,0,0,0,0,0,0,71.69,8,,EC300,40,875,core-shell,0,0,1,300,60,0,oleylamine,0,0,0,1,7,650,6,1,0,19.8,710,3.585858586,0.945,1.1,10000,4,20,,,5,0.105,,,nafion 211,25,,,,100,0,80,500,1000,,,0,0,0.05,,0.21,983.49,983.49,1,0.95,0.845,0.805,0.78,0.755,0.735,0.71,0.69,0.67,0.645,0.615,0.58656,0.56092,0.5377,0.51657,0.49725,0.47952,0.4632,0.44812,0.43415,0.42117,0.40907,0.39777,0.3872,0.37728,0.36796,0.35919,0.35067,0.34263,0.33503,0.32783,84.5,161,234,302,367.5,426,483,536,580.5,615,645.216,673.104,699.01,723.198,745.875,767.232,787.44,806.616,824.885,842.34,859.047,875.094,890.56,905.472,919.9,933.894,946.809,959.364,971.587,983.49,983.49,0.106762651,281,0.633988524,0.03424358,2019.034244
Hard-Magnet L10-CoPt Nanoparticles Advance Fuel Cell Catalysis,shouheng sun,united States,brown university,2019,L10-CoPt,51,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,10.3,0,0,0,0,0,0,0,0,0,89.7,9,,EC300,40,875,core-shell,0,0,1,300,60,0,oleylamine,0,0,0,1,7,650,6,1,0,27.3,2260,8.278388278,0.975,1.1,30000,5,375,2.625,,5,0.105,,,nafion 211,25,,,,20,0,80,500,1000,,,0,0,0.05,,0.21,1043.49,1043.49,1,0.925,0.851,0.82,0.795,0.775,0.751,0.73,0.71,0.695,0.665,0.635,0.60656,0.58092,0.5577,0.53657,0.51725,0.49952,0.4832,0.46812,0.45415,0.44117,0.42907,0.41777,0.4072,0.39728,0.38796,0.37919,0.37067,0.36263,0.35503,0.34783,85.1,164,238.5,310,375.5,438,497,556,598.5,635,667.216,697.104,725.01,751.198,775.875,799.232,821.44,842.616,862.885,882.34,901.047,919.094,936.56,953.472,969.9,985.894,1000.809,1015.364,1029.587,1043.49,1043.49,0.100623868,282,0.853940901,0.105348624,2019.105349
Ionomer distribution control in porous carbon-supported catalyst layers for high-power and low Pt-loaded proton exchange membrane fuel cells,Peter Strasser,germany,Technical University Berlin,2019,Pt/N-KB-600,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.81,0,0,0,0,0,0,0,0,82.93,2,,modified EC300,40,773,none,1,0,0,120,120,0,ethylene glycol,1,0,0,0,7,25,0,0,0,97,424,0.437113402,0.89,1,,,,,0.67,1.4,0.105,0.15,19.7,Gore membrane,10,155,3,2.4,100,1,80,,,,,0,0,0.23,,0.21,1455.99,1455.99,1,0.95,0.825,0.8,0.783,0.766,0.75,0.738,0.726,0.715,0.708,0.7,0.692,0.685,0.675,0.665,0.655,0.65,0.645,0.64,0.63,0.62,0.61,0.6,0.584,0.568,0.552,0.53662,0.52237,0.50914,0.49683,0.48533,82.5,160,234.9,306.4,375,442.8,508.2,572,637.2,700,761.2,822,877.5,931,982.5,1040,1096.5,1152,1197,1240,1281,1320,1343.2,1363.2,1380,1395.212,1410.399,1425.592,1440.807,1455.99,1455.99,0.07211588,283,0.579981272,0.020184557,2019.020185
Ionomer distribution control in porous carbon-supported catalyst layers for high-power and low Pt-loaded proton exchange membrane fuel cells,Peter Strasser,germany,Technical University Berlin,2019,Pt/N-KB-600,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.81,0,0,0,0,0,0,0,0,82.93,2,,modified EC300,40,773,none,1,0,0,120,120,0,ethylene glycol,1,0,0,0,7,25,0,0,0,97,424,0.437113402,0.89,1,,,,,0.67,43.56,0.105,0.15,19.7,Gore membrane,10,155,3,2.4,50,1,80,225,300,1.5,2,225,300,0.23,,0.21,1559.79,1559.79,1,0.945,0.83,0.802,0.786,0.77,0.755,0.746,0.738,0.73,0.723,0.715,0.71,0.705,0.696,0.6883,0.68,0.66,0.643,0.6374,0.6318,0.6262,0.6206,0.615,0.601,0.588,0.575,0.56245,0.55075,0.53981,0.52955,0.51993,83,160.4,235.8,308,377.5,447.6,516.6,584,650.7,715,781,846,904.8,963.62,1020,1056,1093.1,1147.32,1200.42,1252.4,1303.26,1353,1382.3,1411.2,1437.5,1462.37,1487.025,1511.468,1535.695,1559.79,1559.79,0.067316754,284,0.070745495,-0.147026133,2018.852974
A highly durable carbon-nanofiber-supported Pt每C core每shell cathode catalyst for ultra-low Pt loading proton exchange membrane fuel cells:facile carbon encapsulation,Oh Joong Kwon,korea,Incheon National University,2019,Pt@CS/CNF700,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1,2.82,0,0,0,0,0,0,0,0,51.9,3.6,0.7,nitrogen-doped carbon nanofiber,,,core-shell,0,0,1,25,0,0,none,0,1,0,0,7,700,1,0,1,100.5,66.5,0.066169154,0.88,1,10000,-5,,,,5,0.1,0.025,20,nafion 212,50,,,,100,0,80,150,800,,,0,0,0,,0.21,576,576,0,0.89,0.8,0.75,0.725,0.7,0.67,0.64,0.625,0.6,0.575,0.545,0.505,0.48,0.43,0.375,0.29,0.2,0.1178,0.04871,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,80,150,217.5,280,335,384,437.5,480,517.5,545,555.5,576,559,525,435,320,200.26,87.678,19,20,21,22,23,24,25,26,27,28,29,30,576,0.173611111,285,0.574261318,0.018723375,2019.018723
A highly durable carbon-nanofiber-supported Pt每C core每shell cathode catalyst for ultra-low Pt loading proton exchange membrane fuel cells:facile carbon encapsulation,Oh Joong Kwon,korea,Incheon National University,2019,Pt@CS/CNF600,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.1,3.11,0,0,0,0,0,0,0,0,49.7,3.3,0.7,nitrogen-doped carbon nanofiber,,,core-shell,0,0,1,25,0,0,none,0,1,0,0,7,600,1,0,1,95.6,55,0.057531381,0.875,1,10000,-14,,,,5,0.1,0.025,20,nafion 212,50,,,,100,0,80,150,800,,,0,0,0,,0.21,600,600,0,0.93,0.8,0.75,0.715,0.7,0.66,0.64,0.61,0.6,0.565,0.55,0.515,0.5,0.46,0.415,0.37,0.3,0.2,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,80,150,214.5,280,330,384,427,480,508.5,550,566.5,600,598,581,555,480,340,54,19,20,21,22,23,24,25,26,27,28,29,30,600,0.166666667,286,0.796144722,0.082792927,2019.082793
Influence of platinum dispersity on oxygen transport resistance and performance in PEMFC as Catalyst Support for PEMFC,Hongmei Yu,China,Dalian Institute of Chemical PhysicsㄛChinese Academy of Sciences,2019,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,3.9,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,90,180,0.2,,,,,,,0.7,5,0.1,0.2,70,nafion 211,25,,,,100,0,65,,,,,0,0,0.1,,0.21,600,600,0,0.91,0.8,0.78,0.75,0.74,0.705,0.695,0.66,0.65,0.61,0.6,0.51,0.405,0.30976,0.23072,0.16407,0.1071,0.05786,0.01486,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,80,156,225,296,352.5,417,462,520,549,600,561,486,402.688,323.008,246.105,171.36,98.362,26.748,19,20,21,22,23,24,25,26,27,28,29,30,600,0.166666667,287,0.411146385,-0.022459704,2018.97754
Influence of platinum dispersity on oxygen transport resistance and performance in PEMFC as Catalyst Support for PEMFC,Hongmei Yu,China,Dalian Institute of Chemical PhysicsㄛChinese Academy of Sciences,2019,,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.1,,XC-72R,30,230,none,1,0,0,198,1.6,1,ethylene glycol,1,0,0,0,10,25,0,0,0,61.7,217,0.351701783,,,,,,,0.7,5,0.1,0.2,70,nafion 211,25,,,,100,0,65,,,,,0,0,0.1,,0.21,605,605,0,0.91,0.8,0.78,0.75,0.74,0.705,0.695,0.66,0.65,0.61,0.6,0.55,0.5,0.45,0.35,0.25909,0.18333,0.11923,0.06429,0.01667,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,80,156,225,296,352.5,417,462,520,549,600,605,600,585,490,388.635,293.328,202.691,115.722,31.673,20,21,22,23,24,25,26,27,28,29,30,605,0.165289256,288,0.714984009,0.05680044,2019.0568
